student_id,gender,school_type,parent_edu,prior_gpa,attendance_pct,quiz_avg,assign_avg,midterm,study_hours_wk,on_time_submit_pct,lms_logins_wk,forum_posts,commute_min,final_score,grade_band,passed
S1273,M,Private,High School,3.02,73.2,53.8,52.0,71.6,7.0,76.0,6.0,2,16.6,65.5,C,1
S1274,F,Private,High School,3.13,64.1,65.1,60.2,46.6,14.6,90.6,7.6,3,11.9,68.5,C,1
S1275,M,Private,Bachelor,2.27,56.9,36.5,54.8,34.9,3.4,80.8,4.3,1,65.2,56.1,D,1
S1276,M,Public,High School,3.06,81.3,73.7,42.0,46.6,10.4,79.0,8.1,1,8.6,67.4,C,1
S1277,F,Public,Bachelor,2.29,58.0,64.0,52.2,48.3,3.3,75.3,1.6,3,5.0,56.0,D,1
S1278,M,Charter,Master,3.18,79.4,52.5,53.4,52.8,9.9,90.7,6.6,5,15.5,71.7,B,1
S1279,F,Public,Master,1.94,69.4,40.2,59.0,27.6,5.6,75.9,0.0,2,38.1,49.0,F,0
S1280,F,Charter,High School,2.07,54.9,50.1,58.2,47.8,1.0,67.1,4.1,2,31.3,53.3,D,1
S1281,F,Private,High School,3.41,67.0,47.8,59.0,59.5,6.4,98.1,5.6,6,11.7,67.7,C,1
S1282,F,Private,PhD,2.73,65.1,49.0,63.3,32.1,5.0,87.6,5.7,4,29.3,56.0,D,1
S1283,M,Private,High School,2.51,56.4,60.7,60.6,45.2,3.1,100.0,6.6,4,44.1,55.4,D,1
S1284,M,Public,Master,3.64,77.3,71.8,64.2,66.7,11.8,67.5,7.7,4,24.9,73.1,B,1
S1285,F,Private,High School,3.16,70.0,78.5,75.8,46.1,10.4,90.1,4.1,3,26.5,67.3,C,1
S1286,M,Charter,PhD,3.44,77.2,64.7,58.5,53.3,7.6,98.2,3.4,7,25.2,64.7,C,1
S1287,M,Public,Bachelor,2.92,80.3,53.9,75.8,64.9,9.0,91.2,5.4,5,14.2,73.1,B,1
S1288,M,Charter,Bachelor,4.0,86.5,70.5,68.3,82.9,11.7,87.0,6.4,7,26.7,75.0,B,1
S1289,M,Public,Master,2.7,70.9,54.0,51.8,56.0,7.5,60.6,5.1,2,42.1,59.2,D,1
S1290,M,Public,Bachelor,3.87,63.0,60.6,61.7,56.2,10.6,100.0,5.7,3,40.9,68.5,C,1
S1291,M,Public,Bachelor,2.97,73.2,58.0,51.6,47.1,10.3,73.9,2.6,6,31.6,53.5,D,1
S1292,F,Charter,Bachelor,2.17,75.5,43.6,64.2,56.5,10.6,68.2,1.9,2,29.4,61.2,C,1
S1293,F,Public,Master,3.24,48.3,55.6,43.7,67.5,12.3,100.0,6.1,3,51.9,53.3,D,1
S1294,F,Charter,High School,3.16,77.1,46.7,75.9,37.3,13.8,66.3,5.1,6,26.0,60.5,C,1
S1295,M,Charter,High School,2.47,63.5,44.4,48.1,58.2,2.7,84.6,1.6,1,20.4,52.3,D,1
S1296,M,Public,Bachelor,2.54,58.6,49.4,63.5,41.5,5.1,66.3,6.9,2,17.0,61.9,C,1
S1297,M,Public,High School,2.99,76.3,36.7,62.4,37.5,10.6,70.6,4.2,3,13.0,60.3,C,1
S1298,F,Private,Bachelor,3.17,85.4,71.1,67.6,55.6,14.2,83.8,0.4,2,16.6,73.1,B,1
S1299,F,Public,High School,1.76,63.8,30.0,47.0,52.0,6.0,75.8,3.3,3,60.1,51.8,D,1
S1300,M,Private,Bachelor,3.53,72.3,68.8,67.8,62.3,8.0,96.7,5.8,5,11.0,69.8,C,1
S1301,F,Public,High School,2.75,60.0,39.7,58.7,50.8,6.7,90.5,3.5,2,49.1,64.8,C,1
S1302,M,Public,Bachelor,2.33,64.5,46.8,42.8,51.4,7.3,64.9,2.5,4,25.2,53.9,D,1
S1303,F,Private,High School,3.47,81.7,69.7,57.5,64.1,10.4,71.0,5.3,3,38.3,71.8,B,1
S1304,F,Public,High School,2.99,66.8,78.4,55.4,56.9,6.6,75.8,7.8,4,8.9,56.3,D,1
S1305,F,Public,High School,3.61,73.8,64.4,58.6,65.5,10.6,90.3,6.9,4,21.7,75.0,B,1
S1306,F,Public,PhD,3.22,94.8,46.7,78.5,43.6,9.8,79.7,5.6,4,5.0,70.6,B,1
S1307,F,Public,High School,3.0,78.6,69.6,62.8,64.0,5.7,36.4,4.0,6,25.3,66.6,C,1
S1308,M,Private,Master,2.92,78.4,57.1,55.2,62.9,11.6,57.3,7.8,2,37.2,61.8,C,1
S1309,F,Charter,High School,3.24,60.7,57.2,56.2,62.7,8.6,79.5,6.8,5,38.3,73.2,B,1
S1310,M,Public,High School,2.79,62.3,59.2,53.7,61.5,8.0,88.2,6.0,3,26.0,56.2,D,1
S1311,F,Private,Bachelor,2.57,66.3,30.9,55.1,49.9,10.4,64.9,4.0,3,21.8,54.6,D,1
S1312,F,Private,Bachelor,3.3,65.0,58.4,52.2,68.9,9.8,91.8,7.3,5,24.8,65.0,C,1
S1313,F,Public,PhD,2.93,82.1,56.5,55.7,25.3,11.7,61.3,5.1,4,16.8,62.6,C,1
S1314,M,Public,PhD,3.02,81.5,73.3,70.3,67.4,6.0,83.2,3.8,2,16.3,61.5,C,1
S1315,F,Charter,Master,3.54,71.2,69.2,66.2,82.5,12.5,88.6,6.6,4,16.2,78.1,B,1
S1316,F,Private,Bachelor,2.94,83.7,44.9,62.0,42.2,11.3,85.1,8.6,3,28.7,68.9,C,1
S1317,F,Private,Bachelor,3.01,70.0,70.2,61.1,47.5,6.5,68.0,4.9,4,46.5,54.5,D,1
S1318,M,Private,Bachelor,2.7,87.7,65.1,62.3,69.0,7.3,58.4,6.3,3,46.0,62.6,C,1
S1319,M,Public,PhD,3.22,73.3,44.6,61.1,39.9,9.4,90.9,7.4,9,19.1,62.9,C,1
S1320,M,Private,Bachelor,3.17,76.4,61.3,68.0,46.9,10.3,63.4,6.1,2,11.9,65.6,C,1
S1321,M,Private,Bachelor,3.45,85.7,75.9,70.8,62.0,12.2,75.3,8.9,4,11.8,78.9,B,1
S1322,F,Private,High School,2.71,77.3,45.4,46.6,39.1,5.1,93.8,0.0,1,5.0,57.5,D,1
S1323,M,Public,High School,2.77,71.8,70.1,58.8,65.6,7.9,79.7,0.3,2,37.1,66.4,C,1
S1324,F,Public,PhD,3.4,72.8,46.2,50.4,42.8,15.4,88.4,8.9,6,5.0,69.8,C,1
S1325,M,Public,Bachelor,3.13,75.4,52.1,68.6,56.7,12.7,88.8,3.5,3,5.0,69.8,C,1
S1326,M,Charter,Bachelor,2.55,58.9,41.4,63.0,50.2,9.6,82.5,3.6,2,38.2,48.4,F,0
S1327,F,Public,High School,3.65,77.7,78.5,61.0,81.6,11.0,86.3,9.6,4,32.0,80.3,A,1
S1328,F,Public,Master,2.15,52.6,41.0,51.4,58.7,12.0,60.7,2.8,3,13.0,50.9,D,1
S1329,F,Public,High School,3.39,59.7,45.7,42.3,45.8,13.7,100.0,8.9,2,27.6,60.1,C,1
S1330,F,Public,Master,2.37,64.1,55.4,64.8,34.3,6.6,70.2,2.1,2,8.4,60.7,C,1
S1331,F,Private,High School,3.94,89.5,77.0,76.9,72.8,13.4,93.4,8.1,1,18.8,90.6,A,1
S1332,M,Private,Master,2.23,69.7,58.3,66.7,41.6,4.5,77.6,2.7,1,34.2,56.9,D,1
S1333,F,Private,Master,3.58,75.1,60.6,78.9,52.8,12.5,79.4,8.9,5,32.5,76.1,B,1
S1334,F,Public,High School,2.96,83.6,63.8,52.5,41.8,10.6,74.5,3.9,3,31.1,57.3,D,1
S1335,F,Private,Bachelor,2.82,63.6,47.7,66.6,57.9,10.4,96.0,2.1,5,5.0,58.5,D,1
S1336,M,Public,Bachelor,3.09,55.6,70.6,72.0,49.1,8.8,72.1,3.8,5,29.1,62.5,C,1
S1337,F,Public,High School,3.32,55.7,67.0,46.6,56.7,5.8,88.1,4.4,3,56.1,66.6,C,1
S1338,M,Public,Master,2.55,56.0,60.7,54.0,51.4,7.9,86.2,2.1,1,33.2,65.2,C,1
S1339,M,Public,Bachelor,2.59,72.5,63.1,55.8,54.7,9.5,73.4,2.1,5,6.3,76.9,B,1
S1340,M,Public,Bachelor,3.32,68.2,64.6,70.3,64.5,7.4,82.1,7.6,5,12.7,73.4,B,1
S1341,M,Private,High School,2.15,65.2,37.2,35.0,40.9,5.3,82.9,5.2,2,21.6,50.4,D,1
S1342,F,Private,Bachelor,2.71,80.2,64.7,77.6,44.6,11.9,75.4,4.6,2,5.0,57.8,D,1
S1343,F,Charter,Master,4.0,71.2,66.5,66.2,38.1,9.4,65.1,5.7,4,21.5,60.9,C,1
S1344,F,Public,Bachelor,2.52,69.0,66.2,66.1,54.1,6.2,93.2,2.1,3,22.2,57.6,D,1
S1345,M,Public,PhD,3.57,80.1,72.9,65.9,58.0,15.8,74.0,1.8,6,17.6,67.7,C,1
S1346,M,Public,PhD,2.71,60.2,57.9,61.7,43.2,8.3,79.7,4.5,2,24.6,60.6,C,1
S1347,M,Charter,High School,3.25,83.4,46.6,44.3,52.4,8.4,66.7,3.8,4,12.9,69.3,C,1
S1348,F,Private,High School,3.33,71.0,59.4,59.7,65.5,10.3,77.1,8.3,5,36.2,67.2,C,1
S1349,M,Private,Master,3.56,72.6,56.9,72.5,69.1,13.7,80.4,3.2,5,24.9,68.9,C,1
S1350,F,Public,Bachelor,2.9,85.9,64.0,66.2,35.8,8.0,81.1,3.1,5,17.5,65.6,C,1
S1351,F,Private,High School,3.99,84.1,65.0,55.1,55.7,14.8,79.4,6.8,1,26.7,69.3,C,1
S1352,M,Public,High School,2.71,74.5,53.9,60.7,62.3,8.5,100.0,4.7,3,31.8,59.3,D,1
S1353,F,Private,Bachelor,3.12,82.0,66.6,56.7,75.1,10.4,81.5,8.4,6,10.1,68.8,C,1
S1354,F,Charter,Master,3.12,66.0,52.9,52.8,42.8,11.5,91.8,2.1,9,21.8,61.2,C,1
S1355,F,Charter,High School,2.44,74.4,55.8,44.8,66.4,5.9,74.3,2.5,2,25.2,49.3,F,0
S1356,F,Private,High School,2.86,64.6,39.6,64.6,31.7,5.6,90.5,1.3,1,16.9,44.1,F,0
S1357,M,Public,PhD,3.08,66.5,48.7,70.8,65.1,10.7,55.6,6.3,2,5.0,60.7,C,1
S1358,M,Charter,Master,2.78,65.7,61.1,77.9,49.6,7.7,69.4,2.7,6,16.8,66.7,C,1
S1359,F,Private,Bachelor,4.0,75.0,54.2,54.7,76.1,11.7,83.7,6.8,4,39.0,65.5,C,1
S1360,F,Public,Master,2.58,72.4,67.5,65.9,48.0,8.9,69.4,3.1,4,17.4,71.8,B,1
S1361,M,Public,Bachelor,3.59,78.0,74.1,73.6,56.5,15.2,92.1,6.2,3,35.5,79.5,B,1
S1362,F,Public,Master,3.43,70.4,58.1,58.4,53.8,10.2,91.3,5.3,8,22.3,68.8,C,1
S1363,F,Public,Bachelor,2.99,75.3,89.0,53.8,42.5,9.0,79.0,2.5,5,27.5,71.0,B,1
S1364,F,Public,High School,2.57,63.5,64.7,47.3,31.6,3.7,75.1,3.6,1,8.8,55.6,D,1
S1365,M,Private,Master,2.62,63.5,43.2,52.7,53.7,6.8,100.0,2.0,1,44.4,57.0,D,1
S1366,F,Public,Bachelor,2.74,67.8,62.4,60.8,64.9,8.6,81.3,5.5,4,57.2,69.6,C,1
S1367,F,Public,PhD,2.11,64.8,49.9,66.8,54.1,5.4,44.4,2.4,3,19.0,60.4,C,1
S1368,M,Private,Bachelor,2.5,68.1,45.4,67.6,32.5,5.9,84.2,1.2,5,47.1,56.0,D,1
S1369,M,Charter,PhD,2.26,59.7,38.1,40.0,50.3,8.2,79.3,7.5,3,9.7,57.5,D,1
S1370,F,Private,PhD,3.67,83.5,76.5,60.6,49.4,11.9,100.0,9.5,6,20.8,73.1,B,1
S1371,M,Public,High School,3.31,71.3,54.2,74.8,58.7,18.0,90.3,10.2,3,5.9,67.3,C,1
S1372,F,Charter,Master,3.39,68.7,59.0,56.5,69.0,11.2,73.1,4.8,5,28.7,59.8,D,1
S1373,F,Charter,Bachelor,3.29,61.2,47.9,60.5,56.6,1.9,93.6,3.6,4,20.5,56.7,D,1
S1374,M,Public,PhD,3.08,78.7,53.3,47.9,70.1,6.0,82.0,6.3,3,23.8,69.0,C,1
S1375,F,Public,Bachelor,3.73,77.4,63.9,77.2,56.6,13.5,99.9,8.5,4,41.0,74.2,B,1
S1376,M,Private,Master,2.69,68.6,58.7,41.7,49.3,5.8,95.5,4.1,1,45.2,58.2,D,1
S1377,F,Charter,Bachelor,3.05,78.9,34.7,48.3,48.5,7.5,79.1,0.4,6,22.2,56.7,D,1
S1378,M,Charter,High School,3.37,69.9,60.4,72.7,39.6,6.8,94.2,3.5,5,39.7,59.5,D,1
S1379,F,Charter,High School,2.34,52.4,39.8,70.8,40.6,4.9,85.8,3.7,4,45.6,50.2,D,1
S1380,M,Private,Bachelor,4.0,80.6,82.2,66.5,60.5,13.6,91.9,5.7,5,36.6,74.4,B,1
S1381,M,Private,Master,3.01,72.6,87.8,61.2,57.4,10.2,100.0,1.8,4,27.1,68.0,C,1
S1382,F,Public,Bachelor,3.07,68.6,54.0,69.3,55.8,6.2,93.3,4.2,3,29.6,59.3,D,1
S1383,M,Public,Bachelor,3.63,88.1,50.4,71.0,36.7,13.9,79.3,0.0,4,17.6,70.9,B,1
S1384,F,Public,High School,3.46,54.7,57.5,57.3,41.7,7.3,87.7,4.4,5,57.7,64.5,C,1
S1385,M,Private,Bachelor,3.02,79.2,58.3,58.6,67.0,10.4,90.5,3.7,1,30.9,66.4,C,1
S1386,F,Private,High School,3.07,77.0,79.8,48.7,34.9,10.3,100.0,5.3,4,23.4,53.7,D,1
S1387,M,Private,Master,2.25,66.1,67.4,57.8,59.2,3.2,79.9,3.7,2,36.3,51.8,D,1
S1388,F,Public,PhD,2.72,40.5,55.2,52.6,46.7,4.7,80.7,4.6,6,30.5,55.8,D,1
S1389,M,Private,Bachelor,3.26,82.9,57.4,61.2,56.3,11.2,97.8,6.9,9,54.6,63.4,C,1
S1390,M,Public,High School,3.22,64.0,64.1,52.1,74.6,8.2,79.6,4.7,3,23.6,62.0,C,1
S1391,M,Public,High School,3.61,72.0,65.3,57.0,56.6,10.9,74.2,3.1,4,33.4,68.8,C,1
S1392,M,Private,Bachelor,2.94,68.0,58.9,65.8,60.7,10.8,87.8,4.4,4,23.5,60.8,C,1
S1393,F,Private,Bachelor,2.31,66.3,35.6,64.0,44.9,7.7,68.5,1.0,4,5.0,42.0,F,0
S1394,M,Charter,Master,3.53,80.4,75.2,63.3,58.9,8.4,100.0,3.1,1,22.4,67.7,C,1
S1395,F,Public,High School,3.72,84.3,68.3,64.3,56.6,11.7,90.2,7.5,7,34.2,71.2,B,1
S1396,M,Public,Master,3.45,81.0,63.2,58.2,65.2,8.0,93.0,2.8,1,24.8,66.6,C,1
S1397,M,Public,Bachelor,2.92,71.2,51.2,69.2,42.4,11.3,71.6,5.7,5,8.1,65.1,C,1
S1398,F,Public,Bachelor,3.52,78.5,56.0,66.1,41.8,15.7,100.0,3.2,4,46.2,68.1,C,1
S1399,F,Charter,Bachelor,4.0,71.3,68.6,70.6,61.8,10.5,89.7,6.4,5,5.0,75.0,B,1
S1400,M,Private,High School,3.06,64.6,38.8,63.5,51.1,9.1,79.1,3.5,4,13.1,64.5,C,1
S1401,M,Charter,Bachelor,2.34,70.6,60.7,54.4,28.7,9.1,72.2,5.1,2,11.4,46.6,F,0
S1402,M,Public,Master,2.71,73.8,45.9,49.5,48.6,7.9,61.6,5.0,2,10.9,63.8,C,1
S1403,F,Charter,Bachelor,3.31,78.9,41.9,55.7,36.1,11.9,80.1,3.6,3,24.1,68.1,C,1
S1404,F,Public,Master,2.2,57.9,66.1,63.9,58.8,5.9,78.5,2.2,2,38.2,57.8,D,1
S1405,M,Charter,Bachelor,3.08,78.1,52.0,56.6,30.5,6.2,62.3,7.4,4,15.8,56.6,D,1
S1406,F,Public,High School,3.19,62.6,49.5,57.0,75.2,10.1,94.2,8.0,4,32.5,70.6,B,1
S1407,F,Public,Bachelor,3.77,86.3,79.5,58.7,58.4,15.5,84.5,3.7,5,32.7,74.7,B,1
S1408,F,Private,Bachelor,3.66,74.5,82.3,54.9,52.2,12.6,89.5,8.8,6,16.8,73.6,B,1
S1409,F,Charter,Bachelor,3.43,87.8,50.8,60.2,50.2,15.6,57.5,8.1,5,5.0,68.9,C,1
S1410,M,Public,High School,1.92,47.0,32.9,65.1,48.3,1.0,71.9,2.2,3,53.1,48.5,F,0
S1411,M,Public,Bachelor,3.46,88.7,57.7,73.4,66.2,12.0,72.1,5.5,6,12.6,68.0,C,1
S1412,M,Charter,High School,3.35,70.6,69.7,58.5,54.6,8.5,79.3,4.3,0,5.0,69.3,C,1
S1413,M,Public,High School,3.13,68.2,74.3,71.2,40.7,6.9,62.5,2.3,2,18.5,62.0,C,1
S1414,F,Public,Bachelor,2.13,62.9,38.1,53.0,29.4,9.5,60.8,3.0,6,38.1,44.3,F,0
S1415,F,Public,Bachelor,2.61,60.5,65.9,69.0,56.7,6.7,74.2,3.2,2,37.9,66.9,C,1
S1416,M,Public,PhD,2.42,63.6,44.1,76.1,58.7,5.6,70.9,3.9,3,10.9,56.1,D,1
S1417,M,Charter,Bachelor,1.99,54.0,48.5,61.0,59.3,6.0,80.5,2.9,1,5.0,49.4,F,0
S1418,M,Private,Master,3.0,64.4,43.1,60.7,51.5,2.5,57.6,9.5,5,29.6,58.4,D,1
S1419,F,Private,Bachelor,2.6,69.9,53.3,64.9,61.7,11.5,75.4,5.9,4,34.7,68.6,C,1
S1420,M,Charter,Master,4.0,72.8,64.7,67.7,82.9,18.7,88.8,8.1,2,36.8,90.6,A,1
S1421,F,Public,High School,2.92,63.0,51.6,42.6,65.5,11.4,73.7,0.0,4,40.5,64.3,C,1
S1422,M,Public,PhD,3.65,65.5,64.8,58.1,69.3,12.8,75.5,6.9,3,24.0,75.8,B,1
S1423,M,Public,Bachelor,2.22,58.1,38.0,45.4,34.6,5.2,85.4,5.7,1,15.1,45.4,F,0
S1424,F,Public,Master,2.73,77.8,49.0,54.9,61.2,4.7,100.0,3.0,4,19.1,72.5,B,1
S1425,F,Public,Bachelor,3.05,63.7,60.4,76.2,59.6,12.8,59.9,9.0,1,21.1,68.4,C,1
S1426,M,Charter,High School,2.55,59.6,64.4,66.3,60.4,9.9,64.4,4.5,1,13.5,61.9,C,1
S1427,F,Private,Bachelor,2.79,69.4,55.5,63.6,66.7,9.5,65.8,4.6,3,42.3,65.5,C,1
S1428,F,Public,High School,2.89,65.9,60.5,66.8,57.6,9.6,75.5,2.2,1,41.0,65.3,C,1
S1429,F,Private,Bachelor,2.88,86.7,69.2,46.6,54.2,9.4,93.9,7.2,2,5.0,57.6,D,1
S1430,M,Private,High School,3.93,78.0,75.2,74.7,49.3,11.1,95.6,5.2,5,15.5,72.4,B,1
S1431,F,Charter,Bachelor,3.19,74.6,50.8,71.5,48.8,17.3,80.0,3.8,3,55.0,68.2,C,1
S1432,F,Charter,PhD,3.24,79.9,54.5,44.3,56.1,9.1,82.6,1.3,2,41.2,58.3,D,1
S1433,F,Private,Bachelor,3.27,80.1,55.7,71.5,57.3,8.8,78.9,7.0,8,26.5,71.5,B,1
S1434,M,Private,Master,3.31,74.9,80.6,51.0,63.3,13.6,91.9,6.4,2,39.9,70.6,B,1
S1435,M,Private,Bachelor,2.96,68.3,61.8,42.7,65.5,8.7,89.9,4.4,3,49.9,65.9,C,1
S1436,M,Private,Bachelor,2.84,84.6,65.3,74.9,64.7,8.3,85.5,5.6,4,27.2,69.2,C,1
S1437,F,Public,PhD,3.08,70.0,61.8,52.4,53.9,13.6,54.5,6.0,6,5.0,65.8,C,1
S1438,M,Public,Master,3.58,72.3,49.3,58.5,43.8,13.3,85.9,5.2,6,35.0,54.9,D,1
S1439,F,Private,Master,3.56,70.5,81.2,73.4,66.5,13.4,83.4,4.3,2,35.9,68.4,C,1
S1440,F,Public,High School,2.88,55.0,56.9,54.5,79.3,4.3,90.7,0.8,1,10.5,57.3,D,1
S1441,M,Public,Bachelor,3.38,80.4,70.7,63.8,62.2,11.7,86.7,5.1,3,27.0,73.3,B,1
S1442,F,Private,High School,2.9,50.2,33.2,54.6,43.0,5.6,85.7,1.6,5,13.6,46.9,F,0
S1443,M,Public,Bachelor,3.02,70.1,65.5,64.3,61.6,7.7,74.2,4.9,7,5.0,69.7,C,1
S1444,F,Private,Bachelor,2.76,66.0,51.0,56.7,57.5,8.6,88.9,3.6,3,29.5,61.0,C,1
S1445,M,Private,Master,2.91,87.0,48.7,64.9,57.5,8.5,93.9,3.5,2,47.2,62.0,C,1
S1446,F,Charter,Master,3.67,62.1,50.6,58.9,71.2,13.6,67.2,8.3,2,26.5,68.7,C,1
S1447,F,Public,Bachelor,3.05,63.3,43.2,63.1,54.4,11.5,64.9,2.6,1,27.4,58.0,D,1
S1448,F,Public,High School,3.07,69.6,45.1,64.1,66.3,11.8,89.8,1.0,7,5.0,65.3,C,1
S1449,F,Private,Master,2.28,61.2,50.0,72.0,50.4,2.1,70.7,2.2,1,38.0,53.2,D,1
S1450,F,Charter,High School,2.85,64.1,50.7,55.5,68.8,15.5,90.8,2.6,3,17.5,64.0,C,1
S1451,F,Charter,Bachelor,2.88,68.1,59.4,58.2,67.5,8.4,81.7,4.4,3,13.9,70.4,B,1
S1452,F,Public,High School,2.59,55.8,66.9,57.8,64.5,11.0,84.2,1.6,3,40.3,55.2,D,1
S1453,F,Public,Bachelor,3.01,73.0,57.2,70.3,62.6,1.5,71.1,5.4,3,6.7,61.5,C,1
S1454,M,Charter,PhD,2.79,49.3,30.0,45.7,72.8,7.3,81.9,2.0,5,22.9,49.1,F,0
S1455,F,Public,High School,3.04,70.2,55.4,62.2,65.7,4.8,84.5,2.6,12,7.6,65.4,C,1
S1456,F,Private,Bachelor,3.06,65.8,68.6,38.0,46.0,6.7,72.3,5.9,1,20.2,62.7,C,1
S1457,F,Public,Bachelor,2.52,73.4,54.1,56.4,52.8,7.2,87.2,3.2,1,5.0,49.5,F,0
S1458,M,Public,PhD,2.8,82.0,74.9,71.9,53.3,7.2,55.3,1.6,5,34.1,67.7,C,1
S1459,F,Public,Master,3.04,67.7,61.6,54.2,79.1,13.1,82.9,2.7,5,30.7,67.0,C,1
S1460,M,Public,High School,3.59,87.0,48.7,69.6,68.9,16.7,70.4,5.2,5,54.7,77.2,B,1
S1461,F,Private,High School,3.13,68.8,59.2,56.8,78.6,6.6,69.0,2.5,3,28.0,61.7,C,1
S1462,M,Charter,Bachelor,2.67,59.0,54.7,49.1,41.6,6.2,88.5,3.1,8,13.1,57.4,D,1
S1463,F,Public,Bachelor,3.2,86.0,74.6,74.1,71.6,6.7,68.8,4.5,2,38.9,76.2,B,1
S1464,F,Charter,Bachelor,3.85,82.7,85.9,59.3,48.1,15.9,74.8,4.8,7,35.3,84.8,A,1
S1465,M,Public,High School,3.46,74.6,71.4,67.3,39.8,11.3,91.5,6.9,3,42.3,79.7,B,1
S1466,F,Private,High School,3.27,78.2,66.4,67.1,52.0,10.2,69.4,3.1,4,5.0,72.7,B,1
S1467,M,Public,Bachelor,3.36,75.8,68.7,56.7,75.9,11.4,95.8,7.9,2,12.7,69.8,C,1
S1468,F,Charter,High School,3.72,76.6,63.2,68.1,46.2,10.9,94.9,5.9,2,7.8,72.6,B,1
S1469,F,Private,Master,3.54,64.8,45.3,54.8,52.6,8.6,76.0,4.5,3,45.2,64.4,C,1
S1470,F,Private,High School,3.28,70.7,60.2,67.5,69.5,10.3,94.6,6.3,5,35.7,71.8,B,1
S1471,F,Charter,High School,3.53,80.3,68.3,54.4,68.6,10.3,62.1,5.9,5,39.3,73.1,B,1
S1472,F,Private,PhD,2.46,63.6,39.5,53.4,72.5,7.9,80.3,4.7,3,11.4,58.6,D,1
S1473,M,Charter,Bachelor,2.25,69.7,65.0,54.2,51.3,1.1,57.5,0.0,4,30.7,61.5,C,1
S1474,M,Private,Master,3.08,73.9,69.3,72.3,51.2,9.9,74.5,5.7,5,5.0,79.3,B,1
S1475,F,Charter,High School,3.03,63.3,42.0,61.1,36.3,7.1,74.8,3.5,2,8.3,46.9,F,0
S1476,F,Private,Bachelor,2.73,56.7,65.1,65.3,49.3,8.4,92.7,3.9,4,28.2,67.2,C,1
S1477,F,Public,Master,3.41,72.9,58.4,69.0,42.2,13.4,78.1,5.4,5,26.3,67.5,C,1
S1478,F,Private,Bachelor,2.07,56.5,38.7,57.6,25.0,3.6,69.7,4.9,2,35.6,41.2,F,0
S1479,M,Public,Master,2.73,70.0,66.3,56.4,77.5,11.5,72.1,0.1,2,16.6,59.3,D,1
S1480,F,Private,Bachelor,2.76,61.8,52.7,67.1,51.3,2.8,65.8,7.1,2,32.6,60.3,C,1
S1481,M,Public,Bachelor,2.18,56.9,66.4,50.3,82.4,10.4,59.5,3.9,1,29.2,60.1,C,1
S1482,F,Private,Bachelor,3.75,85.9,59.3,53.1,47.3,15.7,91.2,6.7,2,44.8,63.6,C,1
S1483,M,Public,Bachelor,2.32,64.4,33.4,53.9,38.6,3.6,72.9,0.0,1,22.0,48.0,F,0
S1484,M,Public,High School,2.71,61.4,49.9,61.6,40.5,5.2,86.2,0.4,0,5.0,60.7,C,1
S1485,M,Public,Bachelor,3.45,74.7,70.2,50.2,50.9,6.3,81.6,4.5,6,32.0,73.5,B,1
S1486,M,Charter,Bachelor,3.32,84.3,54.9,57.8,64.6,13.1,80.7,6.6,3,28.4,68.9,C,1
S1487,F,Public,Bachelor,2.45,66.8,39.1,46.0,52.5,5.8,83.6,3.1,1,14.4,52.0,D,1
S1488,M,Public,Master,3.34,78.2,64.8,71.8,67.2,9.2,78.9,6.5,4,18.4,74.9,B,1
S1489,M,Private,Bachelor,3.14,65.4,42.6,76.0,66.2,6.2,64.2,1.9,3,27.2,70.2,B,1
S1490,M,Private,PhD,4.0,88.2,73.5,68.8,75.4,18.4,100.0,7.1,5,14.3,82.6,A,1
S1491,M,Public,High School,3.2,90.6,61.8,71.1,43.1,6.9,73.9,7.2,6,7.3,69.8,C,1
S1492,M,Public,Bachelor,2.93,63.0,59.8,63.7,47.1,8.8,80.1,7.2,9,22.4,59.3,D,1
S1493,M,Public,Master,2.57,56.3,36.3,69.7,47.1,7.9,68.2,0.9,3,40.4,53.6,D,1
S1494,F,Charter,Bachelor,2.63,67.7,67.0,52.4,98.4,6.3,64.6,2.9,1,21.4,63.3,C,1
S1495,F,Public,Bachelor,2.59,72.9,53.4,57.1,59.3,5.5,53.1,2.8,5,30.2,54.0,D,1
S1496,F,Public,High School,3.69,76.1,72.1,63.3,61.5,10.6,90.9,5.0,2,18.9,66.9,C,1
S1497,M,Public,Bachelor,3.01,61.7,64.7,60.1,63.0,10.7,39.4,6.3,3,6.4,60.3,C,1
S1498,M,Public,High School,3.28,72.0,48.6,85.6,45.1,9.1,98.4,10.9,2,22.0,62.1,C,1
S1499,F,Private,PhD,3.76,82.4,75.7,68.3,64.6,16.9,100.0,4.2,7,14.5,79.2,B,1
S1500,F,Public,Bachelor,1.82,55.0,30.0,43.2,51.8,2.0,57.3,2.4,2,42.3,44.7,F,0
S1501,M,Public,Master,3.64,81.3,52.0,56.7,54.6,13.8,100.0,6.7,3,40.3,65.5,C,1
S1502,M,Public,Bachelor,3.03,79.6,80.2,74.4,49.9,3.8,100.0,5.2,4,38.1,65.8,C,1
S1503,M,Public,Bachelor,3.22,74.1,71.5,55.4,56.8,7.5,78.9,7.7,7,12.9,77.4,B,1
S1504,M,Public,Bachelor,2.59,65.6,73.8,63.6,51.3,4.9,80.8,4.2,6,9.6,60.0,D,1
S1505,M,Charter,Master,2.62,72.9,51.8,53.2,33.5,4.2,77.9,0.0,2,5.0,51.2,D,1
